id,univ_type,univ_name,yr_lvl,acad_stat,course,pl_mod,gender,active,A_preference,reflective,R_preference,sensing,S_preference,intuitive,I_preference,visual,Vi_preference,verbal,Ve_preference,sequential,Se_preference,global,G_preference,LS,AR,SI,VV,SG,AR_pref,SI_pref,VV_pref,SG_pref,Learning Style Result,Detected Dimension,Teaching Strategies
106,1,earist,3,1,cs,3,1,0,Not Prefer,7,Moderate,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,7,1,0,7,0,1,0",2,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
107,1,earist,4,2,cs,2,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"0,3,0,1,5,0,3,0",2,2,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
108,1,earist,3,1,cs,3,1,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"0,3,0,5,5,0,0,3",2,2,1,2,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
109,1,earist,3,2,cs,3,1,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"0,3,5,0,7,0,3,0",2,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
110,1,earist,3,1,cs,1,1,0,Not Prefer,9,High,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"0,9,5,0,7,0,3,0",2,1,1,1,High,Moderate,Moderate,Low,AR,Processing,Independent Coding
111,1,earist,3,1,cs,3,2,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,5,0,7,0,1,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
112,1,earist,3,1,cs,3,1,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,"0,5,3,0,0,7,0,3",2,1,2,2,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
113,1,earist,3,1,cs,1,2,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"7,0,9,0,5,0,5,0",1,1,1,1,Moderate,High,Moderate,Moderate,SI,Perception,Practical Lab
114,1,earist,3,1,cs,3,2,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"7,0,1,0,5,0,5,0",1,1,1,1,Moderate,Low,Moderate,Moderate,AR,Processing,Hands-On Labs
115,1,earist,3,1,cs,3,1,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,"1,0,7,0,0,7,5,0",1,1,2,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
116,1,earist,3,1,cs,3,1,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"7,0,1,0,7,0,0,1",1,1,1,2,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
117,1,earist,3,1,cs,2,2,0,Not Prefer,3,Low,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,"0,3,7,0,0,3,3,0",2,1,2,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
118,1,earist,3,1,cs,3,2,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,"5,0,1,0,7,0,0,5",1,1,1,2,Moderate,Low,Moderate,Moderate,AR,Processing,Hands-On Labs
119,1,earist,3,1,cs,3,2,3,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"3,0,3,0,5,0,3,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
120,1,earist,3,1,cs,3,1,0,Not Prefer,1,Low,9,High,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,1,9,0,1,0,3,0",2,1,1,1,Low,High,Low,Low,SI,Perception,Practical Lab
121,1,earist,3,1,cs,3,2,3,Low,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,"3,0,1,0,7,0,0,5",1,1,1,2,Low,Low,Moderate,Moderate,VV,Input,Visual Code Flowcharts
122,1,earist,4,2,cs,3,1,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,"0,5,1,0,0,5,0,1",2,1,2,2,Moderate,Low,Moderate,Low,AR,Processing,Concept Mapping
123,1,earist,3,1,cs,3,2,0,Not Prefer,7,Moderate,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,1,Low,0,Not Prefer,"0,7,7,0,9,0,1,0",2,1,1,1,Moderate,Moderate,High,Low,VV,Input,Interactive code
124,1,earist,3,1,cs,3,1,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"7,0,7,0,5,0,1,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
125,1,earist,3,1,cs,2,2,0,Not Prefer,1,Low,0,Not Prefer,1,Low,11,High,0,Not Prefer,3,Low,0,Not Prefer,"0,1,0,1,11,0,3,0",2,2,1,1,Low,Low,High,Low,VV,Input,Interactive code
126,1,earist,4,2,cs,2,1,0,Not Prefer,11,High,1,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,3,Low,"0,11,1,0,0,1,0,3",2,1,2,2,High,Low,Low,Low,AR,Processing,Independent Coding
127,1,earist,3,1,cs,2,2,3,Low,0,Not Prefer,0,Not Prefer,3,Low,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"3,0,0,3,5,0,0,3",1,2,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
128,1,earist,3,1,cs,2,2,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"0,1,7,0,1,0,7,0",2,1,1,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
129,1,earist,3,1,cs,3,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"1,0,3,0,7,0,0,1",1,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
130,1,earist,3,1,cs,2,1,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"0,3,0,5,7,0,0,1",2,2,1,2,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
131,1,earist,3,1,cs,3,1,0,Not Prefer,3,Low,3,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,3,3,0,1,0,3,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
132,1,earist,3,2,cs,3,2,0,Not Prefer,3,Low,9,High,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,3,Low,"0,3,9,0,0,3,0,3",2,1,2,2,Low,High,Low,Low,SI,Perception,Practical Lab
133,1,earist,3,2,cs,2,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,5,0,7,0,5,0",1,1,1,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
134,2,la consolacion,1,1,it,1,2,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,1,Low,0,Not Prefer,"0,3,0,5,0,7,1,0",2,2,2,1,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
135,2,la consolacion,1,1,it,1,2,3,Low,0,Not Prefer,9,High,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"3,0,9,0,1,0,3,0",1,1,1,1,Low,High,Low,Low,SI,Perception,Practical Lab
136,2,la consolacion,1,1,it,1,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,1,1,0,1,0,3,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
137,2,la consolacion,1,1,it,3,2,0,Not Prefer,5,Moderate,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,1,Low,"0,5,7,0,9,0,0,1",2,1,1,2,Moderate,Moderate,High,Low,VV,Input,Interactive code
138,2,la consolacion,1,1,it,1,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,1,5,0,3,0,1,0",2,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
139,2,la consolacion,1,1,it,1,2,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"0,1,7,0,7,0,7,0",2,1,1,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
140,2,la consolacion,1,1,it,1,1,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"5,0,5,0,7,0,7,0",1,1,1,1,Moderate,Moderate,Moderate,Moderate,AR,Processing,Hands-On Labs
141,2,la consolacion,1,2,it,1,2,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,1,Low,"0,1,1,0,1,0,0,1",2,1,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
142,2,la consolacion,1,1,it,3,2,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,7,5,0,0,3",2,2,1,2,Low,Moderate,Moderate,Low,SI,Perception,Coding Pattern
143,2,la consolacion,1,1,it,1,1,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"5,0,3,0,5,0,1,0",1,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
144,2,la consolacion,1,1,it,3,1,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,3,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,5,0,3,3,0,0,3",2,2,1,2,Moderate,Low,Low,Low,AR,Processing,Concept Mapping
145,2,la consolacion,1,1,it,1,2,3,Low,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,1,0,7,0,1,0",1,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
146,2,la consolacion,1,1,it,1,1,1,Low,0,Not Prefer,9,High,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,3,Low,"1,0,9,0,9,0,0,3",1,1,1,2,Low,High,High,Low,SI,Perception,Practical Lab
147,2,la consolacion,1,2,it,3,1,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,1,Low,0,Not Prefer,"0,3,0,3,0,3,1,0",2,2,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
148,2,la consolacion,1,1,it,3,1,3,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,3,Low,9,High,0,Not Prefer,"3,0,0,1,0,3,9,0",1,2,2,1,Low,Low,Low,High,SG,Understanding,Detailed Plans
149,2,la consolacion,1,1,it,1,2,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,5,Moderate,5,Moderate,0,Not Prefer,"3,0,7,0,0,5,5,0",1,1,2,1,Low,Moderate,Moderate,Moderate,SI,Perception,Step-by-step Coding
150,2,la consolacion,1,2,it,2,1,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"3,0,5,0,0,1,0,1",1,1,2,2,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
151,2,la consolacion,1,1,it,3,2,0,Not Prefer,1,Low,3,Low,0,Not Prefer,11,High,0,Not Prefer,0,Not Prefer,3,Low,"0,1,3,0,11,0,0,3",2,1,1,2,Low,Low,High,Low,VV,Input,Interactive code
152,2,la consolacion,1,1,it,1,2,0,Not Prefer,3,Low,1,Low,0,Not Prefer,3,Low,0,Not Prefer,3,Low,0,Not Prefer,"0,3,1,0,3,0,3,0",2,1,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
153,2,la consolacion,1,1,it,1,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,9,High,0,Not Prefer,5,Moderate,0,Not Prefer,"0,1,1,0,9,0,5,0",2,1,1,1,Low,Low,High,Moderate,VV,Input,Interactive code
154,2,la consolacion,1,2,it,1,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,"1,0,1,0,0,5,0,3",1,1,2,2,Low,Low,Moderate,Low,VV,Input,Reading and Explaining
155,2,la consolacion,1,1,it,1,1,0,Not Prefer,3,Low,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,3,3,0,5,0,1,0",2,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
156,2,la consolacion,1,1,it,1,1,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"0,1,0,1,0,3,0,1",2,2,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
157,2,la consolacion,1,1,it,1,1,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"5,0,0,1,7,0,3,0",1,2,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
158,1,earist,2,1,cs,1,1,11,High,0,Not Prefer,11,High,0,Not Prefer,11,High,0,Not Prefer,11,High,0,Not Prefer,"11,0,11,0,11,0,11,0",1,1,1,1,High,High,High,High,AR,Processing,Collaborative Projects
159,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"3,0,5,0,7,0,0,1",1,1,1,2,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
160,1,earist,2,3,cs,2,1,0,Not Prefer,11,High,3,Low,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,11,3,0,3,0,1,0",2,1,1,1,High,Low,Low,Low,AR,Processing,Independent Coding
161,1,earist,2,1,cs,2,2,0,Not Prefer,7,Moderate,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,"0,7,5,0,0,3,3,0",2,1,2,1,Moderate,Moderate,Low,Low,AR,Processing,Concept Mapping
162,1,earist,2,1,cs,2,1,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"7,0,5,0,7,0,1,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
163,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"5,0,0,3,1,0,1,0",1,2,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
164,1,earist,2,1,cs,1,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"1,0,5,0,5,0,1,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
165,1,earist,2,1,cs,1,1,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"7,0,1,0,7,0,1,0",1,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
166,1,earist,2,1,cs,1,1,7,Moderate,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"7,0,0,3,0,1,0,1",1,2,2,2,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
167,1,earist,2,1,cs,1,1,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,3,0,5,3,0,1,0",2,2,1,1,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
168,1,earist,2,1,cs,3,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,3,Low,0,Not Prefer,"0,3,0,1,0,3,3,0",2,2,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
169,1,earist,2,1,cs,1,2,0,Not Prefer,1,Low,0,Not Prefer,3,Low,1,Low,0,Not Prefer,0,Not Prefer,3,Low,"0,1,0,3,1,0,0,3",2,2,1,2,Low,Low,Low,Low,AR,Processing,Group Coding
170,1,earist,2,1,cs,2,1,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"5,0,7,0,7,0,3,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
171,1,earist,2,1,cs,3,2,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"3,0,7,0,1,0,1,0",1,1,1,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
172,1,earist,2,1,cs,1,2,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,3,Low,"1,0,5,0,3,0,0,3",1,1,1,2,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
173,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"1,0,0,3,0,1,0,1",1,2,2,2,Low,Low,Low,Low,AR,Processing,Individual Learning
174,1,earist,2,1,cs,1,2,0,Not Prefer,1,Low,0,Not Prefer,1,Low,9,High,0,Not Prefer,0,Not Prefer,1,Low,"0,1,0,1,9,0,0,1",2,2,1,2,Low,Low,High,Low,VV,Input,Interactive code
175,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,1,Low,"3,0,0,5,0,3,0,1",1,2,2,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
176,1,earist,2,1,cs,1,1,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,3,Low,0,Not Prefer,9,High,0,Not Prefer,"1,0,7,0,3,0,9,0",1,1,1,1,Low,Moderate,Low,High,SG,Understanding,Detailed Plans
177,1,earist,2,1,cs,2,1,0,Not Prefer,1,Low,11,High,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,1,11,0,3,0,1,0",2,1,1,1,Low,High,Low,Low,SI,Perception,Practical Lab
178,1,earist,2,1,cs,1,2,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,9,High,0,Not Prefer,"0,1,5,0,0,3,9,0",2,1,2,1,Low,Moderate,Low,High,SG,Understanding,Detailed Plans
179,1,earist,2,1,cs,2,1,0,Not Prefer,1,Low,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,"0,1,9,0,7,0,5,0",2,1,1,1,Low,High,Moderate,Moderate,SI,Perception,Practical Lab
180,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,3,Low,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"3,0,3,0,0,1,1,0",1,1,2,1,Low,Low,Low,Low,AR,Processing,Individual Learning
181,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,7,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"3,0,7,0,7,0,1,0",1,1,1,1,Low,Moderate,Moderate,Low,SI,Perception,Step-by-step Coding
182,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,1,Low,"3,0,0,7,0,1,0,1",1,2,2,2,Low,Moderate,Low,Low,SI,Perception,Coding Pattern
183,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,9,High,0,Not Prefer,11,High,0,Not Prefer,1,Low,0,Not Prefer,"1,0,9,0,11,0,1,0",1,1,1,1,Low,High,High,Low,SI,Perception,Practical Lab
184,1,earist,2,1,cs,1,2,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,11,High,0,Not Prefer,0,Not Prefer,1,Low,"5,0,5,0,11,0,0,1",1,1,1,2,Moderate,Moderate,High,Low,VV,Input,Interactive code
185,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,11,High,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,5,0,11,0,5,0",1,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
186,1,earist,2,1,cs,3,2,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"0,1,3,0,0,1,1,0",2,1,2,1,Low,Low,Low,Low,AR,Processing,Group Coding
187,1,earist,2,1,cs,2,1,0,Not Prefer,1,Low,3,Low,0,Not Prefer,0,Not Prefer,1,Low,0,Not Prefer,3,Low,"0,1,3,0,0,1,0,3",2,1,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
188,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,"5,0,3,0,5,0,3,0",1,1,1,1,Moderate,Low,Moderate,Low,AR,Processing,Hands-On Labs
189,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,9,High,0,Not Prefer,"1,0,5,0,3,0,9,0",1,1,1,1,Low,Moderate,Low,High,SG,Understanding,Detailed Plans
190,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,0,Not Prefer,1,Low,11,High,0,Not Prefer,3,Low,0,Not Prefer,"1,0,0,1,11,0,3,0",1,2,1,1,Low,Low,High,Low,VV,Input,Interactive code
191,1,earist,2,1,cs,2,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,"0,3,0,1,0,1,0,3",2,2,2,2,Low,Low,Low,Low,AR,Processing,Group Coding
192,1,earist,2,1,cs,1,1,1,Low,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,"1,0,9,0,0,5,0,1",1,1,2,2,Low,High,Moderate,Low,SI,Perception,Practical Lab
193,1,earist,2,1,cs,3,1,0,Not Prefer,1,Low,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"0,1,1,0,5,0,1,0",2,1,1,1,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
194,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,3,Low,0,Not Prefer,11,High,0,Not Prefer,0,Not Prefer,1,Low,"3,0,3,0,11,0,0,1",1,1,1,2,Low,Low,High,Low,VV,Input,Interactive code
195,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,11,High,0,Not Prefer,5,Moderate,0,Not Prefer,"1,0,5,0,11,0,5,0",1,1,1,1,Low,Moderate,High,Moderate,VV,Input,Interactive code
196,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,1,Low,0,Not Prefer,9,High,0,Not Prefer,1,Low,0,Not Prefer,"5,0,1,0,9,0,1,0",1,1,1,1,Moderate,Low,High,Low,VV,Input,Interactive code
197,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,7,Moderate,0,Not Prefer,"5,0,7,0,1,0,7,0",1,1,1,1,Moderate,Moderate,Low,Moderate,AR,Processing,Hands-On Labs
198,1,earist,2,1,cs,3,1,0,Not Prefer,3,Low,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,"0,3,1,0,5,0,7,0",2,1,1,1,Low,Low,Moderate,Moderate,VV,Input,Visual Code Flowcharts
199,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,1,Low,1,Low,0,Not Prefer,"1,0,5,0,0,1,1,0",1,1,2,1,Low,Moderate,Low,Low,SI,Perception,Step-by-step Coding
200,1,earist,2,1,cs,3,1,1,Low,0,Not Prefer,9,High,0,Not Prefer,7,Moderate,0,Not Prefer,0,Not Prefer,1,Low,"1,0,9,0,7,0,0,1",1,1,1,2,Low,High,Moderate,Low,SI,Perception,Practical Lab
201,1,earist,2,1,cs,1,1,0,Not Prefer,1,Low,5,Moderate,0,Not Prefer,9,High,0,Not Prefer,0,Not Prefer,1,Low,"0,1,5,0,9,0,0,1",2,1,1,2,Low,Moderate,High,Low,VV,Input,Interactive code
202,1,earist,2,1,cs,3,1,5,Moderate,0,Not Prefer,5,Moderate,0,Not Prefer,7,Moderate,0,Not Prefer,1,Low,0,Not Prefer,"5,0,5,0,7,0,1,0",1,1,1,1,Moderate,Moderate,Moderate,Low,AR,Processing,Hands-On Labs
203,1,earist,2,1,cs,2,1,1,Low,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,"1,0,3,0,5,0,0,3",1,1,1,2,Low,Low,Moderate,Low,VV,Input,Visual Code Flowcharts
204,1,earist,2,1,cs,3,1,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,0,Not Prefer,"0,0,0,0,0,0,0,0",0,0,0,0,,,,,,,
205,1,earist,2,1,cs,3,2,1,Low,0,Not Prefer,1,Low,0,Not Prefer,1,Low,0,Not Prefer,3,Low,0,Not Prefer,"1,0,1,0,1,0,3,0",1,1,1,1,Low,Low,Low,Low,AR,Processing,Individual Learning
206,1,earist,2,1,cs,2,2,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,3,Low,0,Not Prefer,5,Moderate,0,Not Prefer,"3,0,5,0,3,0,5,0",1,1,1,1,Low,Moderate,Low,Moderate,SI,Perception,Step-by-step Coding
207,1,earist,2,1,cs,3,1,0,Not Prefer,3,Low,0,Not Prefer,1,Low,1,Low,0,Not Prefer,1,Low,0,Not Prefer,"0,3,0,1,1,0,1,0",2,2,1,1,Low,Low,Low,Low,AR,Processing,Group Coding
208,1,earist,2,1,cs,3,1,3,Low,0,Not Prefer,0,Not Prefer,5,Moderate,1,Low,0,Not Prefer,0,Not Prefer,5,Moderate,"3,0,0,5,1,0,0,5",1,2,1,2,Low,Moderate,Low,Moderate,SI,Perception,Coding Pattern
209,1,earist,2,1,cs,1,2,5,Moderate,0,Not Prefer,0,Not Prefer,3,Low,3,Low,0,Not Prefer,3,Low,0,Not Prefer,"5,0,0,3,3,0,3,0",1,2,1,1,Moderate,Low,Low,Low,AR,Processing,Hands-On Labs
210,1,earist,2,1,cs,3,2,7,Moderate,0,Not Prefer,9,High,0,Not Prefer,11,High,0,Not Prefer,9,High,0,Not Prefer,"7,0,9,0,11,0,9,0",1,1,1,1,Moderate,High,High,High,SI,Perception,Practical Lab
